PermitNum,PermitClass,WorkClass,Condominium,ProjectName,Description,TCAD_ID,PropertyLegalDescription,AppliedDate,IssuedDate,CalendarYearIssued,StatusCurrent,StatusDate,ExpiresDate,CompletedDate,TotalExistingBldgSQFT,TotalJobValuation,NumberOfFloors,HousingUnits,OriginalAddress1,OriginalZip,CouncilDistrict,Link,ProjectID,MasterPermitNum,Latitude,Longitude,Location,ContractorCompanyName,ContractorPhone
2010-029196 BP,R- 645 Demolition One Family Homes,Demolition,No,1185 SPRINGDALE RD,Demolish a circa 1940 2 story 1536 square foot single family residence,209190126,LOT 2 SANDERS HENRY G SUBD,3/31/2010,4/8/2010,2010,VOID,2/3/2012,10/17/2010,,"1,536","5,000.00",1,1,1185 SPRINGDALE RD,78721,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10423728,10423728,10419588,30.27839752,-97.68707397,"(30.27839752, -97.68707397)",,5125522427
2010-031821 BP,R- 645 Demolition One Family Homes,Demolition,No,2612 ZARAGOSA ST,Demolish a circa 1940 1 story 1100 square foot single family residence,204120122,LOT 23 BLK 1 OLT 3435 DIV A JONES I P SUBD,4/8/2010,4/15/2010,2010,Final,10/19/2010,10/19/2010,10/19/2010,"1,100","4,000.00",1,1,2612 ZARAGOSA ST,78702,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10426622,10426622,10424301,30.26415058,-97.7104799,"(30.26415058, -97.7104799)",,5126625324
2010-031954 BP,R- 645 Demolition One Family Homes,Demolition,No,4605 AVENUE B,Demolish unfinished recently added onto 2 story residence,222070203,LOT 4 BLK 8 HYDE PARK ANNEX,4/8/2010,4/16/2010,2010,Final,6/3/2010,6/3/2010,6/3/2010,"1,532","2,200.00",2,1,4605 AVENUE B,78751,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10426773,10426773,10424220,30.31222632,-97.72947694,"(30.31222632, -97.72947694)",DAR Construction,5124534646
2010-032982 BP,R- 645 Demolition One Family Homes,Demolition,No,6709 SANTOS ST,Demolish a circa 1955 1 story 1584 square foot single family residence,308160609,LOT 9 BLK 15 CHERNOSKY NO 17,4/8/2010,6/18/2010,2010,Final,8/6/2010,8/6/2010,8/6/2010,"1,584",0,1,1,6709 SANTOS ST,78741,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10427914,10427914,10424291,30.226653,-97.6973852,"(30.226653, -97.6973852)","Ilcor Homes, Inc.",5124767568
2010-032986 BP,R- 645 Demolition One Family Homes,Demolition,No,7000 BENNETT AVE,Demolish a circa 1961 1 story 632 square foot single family residence,229150122,LOT 1 BLK 8 ST JOHNS COLLEGE ADDN,4/8/2010,6/18/2010,2010,Final,8/6/2010,8/6/2010,8/6/2010,632,0,1,1,7000 BENNETT AVE,78752,4,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10427918,10427918,10424264,30.32977904,-97.70145734,"(30.32977904, -97.70145734)","Ilcor Homes, Inc.",5124767568
2010-034564 BP,R- 645 Demolition One Family Homes,Demolition,No,2106 YELLOW JACKET LN,Demo Sf Resid See expired permit 2007003444bp,311160234,LOT 3 CLAWSON ADDN,4/22/2010,4/22/2010,2010,Expired,3/9/2011,3/8/2011,,0,"5,000.00",1,1,2106 YELLOW JACKET LN,78741,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10429995,10429995,10429984,30.219709,-97.69674813,"(30.219709, -97.69674813)","Accord, Inc.",5124449000
2011-008626 BP,R- 645 Demolition One Family Homes,Demolition,No,2404 E 11TH ST,This permit is to demolish a chicken house with attached small shed that was built in 1942  It was demolished a long time ago,206101014,LOT 14 BLK 4 GRANDVIEW PLACE,2/1/2011,2/2/2011,2011,Final,2/8/2011,2/8/2011,2/8/2011,0,0,1,1,2404 E 11TH ST,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10543019,10543019,10542139,30.26608915,-97.71637763,"(30.26608915, -97.71637763)",,5128377450
2011-009094 BP,R- 645 Demolition One Family Homes,Demolition,No,1310 GREENWOOD AVE,Demolition total of a ca 1960 singlefamily residence 1 story 840 square feet ReReview of HDP20090021 administratively approved  1272009   refer to pmt 2011115470,211170314,LOT 9 BLK A GREENWOOD HEIGHTS,2/3/2011,3/2/2011,2011,VOID,12/28/2011,8/29/2011,,0,"2,000.00",1,0,1310 GREENWOOD AVE,78721,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10543748,10543748,10543720,30.27906767,-97.69663523,"(30.27906767, -97.69663523)",Square Business Investments,5127912501
2011-009316 BP,R- 645 Demolition One Family Homes,Demolition,No,4618 Ramsey Avenue,Demolish a circa 1938 2 story 1787 square foot single family residence,225020401,LOT 10 BLK 27 ROSEDALE G,1/26/2011,2/10/2011,2011,Final,7/12/2011,2/16/2011,2/16/2011,"1,787",0,1,1,4618 RAMSEY AVE,78756,7,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10544001,10544001,10540202,30.31889734,-97.74203477,"(30.31889734, -97.74203477)",DAR Construction,5124534646
2011-009326 BP,R- 645 Demolition One Family Homes,Demolition,No,1600 ULIT AVE,Demolish a circa 1935 1 story 870 square foot single family residence  front res,210120310,LOT 7 BLK 4 OLT 31 DIV B ULIT H SECOND ADDN,1/26/2011,2/7/2011,2011,Final,2/14/2011,2/14/2011,2/14/2011,870,"2,100.00",1,1,1600 ULIT AVE,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10544011,10544011,10539961,30.27818904,-97.71199028,"(30.27818904, -97.71199028)",,5123288368
2011-009575 BP,R- 645 Demolition One Family Homes,Demolition,No,1113 OMEGA AVE,Permit the demolition of the fire damaged residence that was demolished in 2004,207200610,LOT 10 BLK 2 MOORE D C ADDN,1/27/2011,2/18/2011,2011,Final,2/23/2011,2/23/2011,2/23/2011,0,0,1,1,1113 OMEGA AVE,78721,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10544297,10544297,10540637,30.26837788,-97.68188283,"(30.26837788, -97.68188283)",,5127406250
2011-009911 BP,R- 645 Demolition One Family Homes,Demolition,No,1503 ENFIELD RD,Demolish res and remove all remaining small accessory structures under 200 square foot,110010405,LOT 46 OLT 7 DIV Z ENFIELD B,1/26/2011,2/8/2011,2011,Final,8/18/2011,8/18/2011,8/18/2011,"3,931","20,000.00",1,1,1503 ENFIELD RD,78703,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10544744,10544744,10540171,30.28212053,-97.75666767,"(30.28212053, -97.75666767)",,5123503175
2011-010827 BP,R- 645 Demolition One Family Homes,Demolition,No,5711 SPRINGVILLE LN,Demolish a circa 1979 1 story 1029 square foot single family residence,329001126,LOT 31 BLK H YARRABEE BEND SEC 3,2/10/2011,2/11/2011,2011,Expired,8/11/2011,8/10/2011,,"1,029",0,1,1,5711 SPRINGVILLE LN,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10545801,10545801,10545593,30.17040065,-97.74716242,"(30.17040065, -97.74716242)","Sisk-Robb, Incorporated",5122607171
2011-010828 BP,R- 645 Demolition One Family Homes,Demolition,No,5108 LOTT AVE,Demolish a circa 1958 1 story 624 square foot FIRE DAMAGED single family residence  Court ordered,209190301,LOT 10 BLK 4 MASONFIELD,2/10/2011,2/14/2011,2011,Final,5/10/2011,5/10/2011,5/10/2011,624,0,1,1,5108 LOTT AVE,78721,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10545802,10545802,10545641,30.27562703,-97.68250761,"(30.27562703, -97.68250761)",AAR Inc.,5127786800
2011-010832 BP,R- 645 Demolition One Family Homes,Demolition,No,1511 REDD ST,Demolish a circa 1949 1 story 1152 square foot single family residence  Court ordered,409100407,LOT 7 BLK D FORD PLACE 2,2/10/2011,2/14/2011,2011,Final,5/10/2011,5/10/2011,5/10/2011,"1,152",0,1,1,1511 REDD ST,78745,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10545806,10545806,10545648,30.22501364,-97.7857195,"(30.22501364, -97.7857195)",AAR Inc.,5127786800
2011-011388 BP,R- 645 Demolition One Family Homes,Demolition,No,7805 GAULT ST,Demolish a circa 1950 1 story 672 square foot single family residence,235100401,S 35FT OF LOT 5  N20FT OF LOT 67 KENNERLY RESUB OF LOTS 8  9 BLK E NORTHGATE ADDN,2/7/2011,2/14/2011,2011,Expired,8/14/2011,8/13/2011,,672,"4,000.00",1,1,7805 GAULT ST,78757,7,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10546482,10546482,10544064,30.3494167,-97.71893721,"(30.3494167, -97.71893721)",The Maroney Company,5128447199
2011-014836 BP,R- 645 Demolition One Family Homes,Demolition,No,2213 YELLOW JACKET LN,Demolition total of a singlefamily residence original permit expired before any inspections took place This permit is being pulled in order to have a final inspection performed BP07161968 this is a demolition permit application for a demo permit that was never finalized in 1981demolish existing singlefamily residence,311160325,ABS 24 DELVALLE S ACR 4409,2/18/2011,3/31/2011,2011,Withdrawn,8/29/2012,3/28/2012,8/29/2012,800,"1,500.00",1,0,2213 YELLOW JACKET LN,78741,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10551373,10551373,10549393,30.21841711,-97.69758779,"(30.21841711, -97.69758779)",Billingsley House Moving,5128066640
2011-014952 BP,R- 646 Demolition Two Family Bldgs,Demolition,No,1808 W 39TH ST,Repermitting for expired permit number 2010067332BP  Demolish a circa 1951 1 story 1356 square foot duplex  ALREADY DEMOLISHED,122002301,,2/25/2011,2/25/2011,2011,Final,4/20/2011,4/20/2011,4/20/2011,"1,356","5,000.00",1,2,1808 W 39TH ST,78731,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10551505,10551505,10551504,30.31153548,-97.75107027,"(30.31153548, -97.75107027)",RKQM Investments,5123738723
2011-014982 BP,R- 645 Demolition One Family Homes,Demolition,No,700 W MONROE ST,Permit for already demolished res circa 1945 1 story 1701 square foot,101010815,LOT 1 ALVAREZ ACRES,2/23/2011,3/10/2011,2011,Final,6/20/2011,6/20/2011,6/20/2011,0,0,1,1,700 W MONROE ST,78704,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10551535,10551535,10550304,30.25013196,-97.75655505,"(30.25013196, -97.75655505)","Finn Design Build, LLC",5127733379
2011-015572 BP,R- 645 Demolition One Family Homes,Demolition,No,3304 S 1ST ST,Demolish a circa 1924 1 story 672 square foot single family residence,405050203,56 X 1375 FT AV OF LOT 1 BLK 1 FREEWATER ADDN,2/7/2011,3/1/2011,2011,Final,3/11/2011,3/11/2011,3/11/2011,672,"5,000.00",1,1,3304 S 1ST ST,78704,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10552186,10552186,10544257,30.23262383,-97.76602695,"(30.23262383, -97.76602695)",Southwest Destructors****MAIN***,5129179511
2011-015719 BP,R- 645 Demolition One Family Homes,Demolition,No,5616 BAYTON LOOP,Demolish a circa 1972 1 story 2560 square foot single family residence,412150450,LOT 17 BLK T CHERRY CREEK PHS II SEC 5,2/28/2011,3/2/2011,2011,Final,8/24/2012,8/24/2012,8/24/2012,"2,560","5,640.00",1,1,5616 BAYTON LOOP,78745,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10552352,10552352,10552214,30.22049613,-97.80841884,"(30.22049613, -97.80841884)","Sisk-Robb, Incorporated",5122607171
2011-015727 BP,R- 645 Demolition One Family Homes,Demolition,No,5601 BURROUGH CV,Demolish a circa 1972 1 story 2406 square foot single family residence,412150441,LOT 8 BLK T CHERRY CREEK PHS II SEC 5,2/28/2011,3/2/2011,2011,Expired,8/30/2011,8/29/2011,,"2,406","4,200.00",1,1,5601 BURROUGH CV,78745,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10552360,10552360,10552216,30.22142358,-97.80705498,"(30.22142358, -97.80705498)","Sisk-Robb, Incorporated",5122607171
2011-015730 BP,R- 645 Demolition One Family Homes,Demolition,No,5603 BURROUGH CV,Demolish a circa 1972 1 story 2150 square foot single family residence,412150440,LOT 7 BLK T CHERRY CREEK PHS II SEC 5,2/28/2011,3/2/2011,2011,Expired,8/30/2011,8/29/2011,,"2,150","2,550.00",1,1,5603 BURROUGH CV,78745,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10552363,10552363,10552217,30.22117518,-97.80715015,"(30.22117518, -97.80715015)","Sisk-Robb, Incorporated",5122607171
2011-015736 BP,R- 645 Demolition One Family Homes,Demolition,No,5600 BAYTON LOOP,Demolish a circa 1973 2 story 2680 square foot single family residence,412150442,LOT 9 BLK T CHERRY CREEK PHS II SEC 5,2/28/2011,3/2/2011,2011,Final,8/24/2012,8/24/2012,8/24/2012,"2,680","2,266.00",2,1,5600 BAYTON LOOP,78745,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10552369,10552369,10552212,30.22166148,-97.80726411,"(30.22166148, -97.80726411)","Sisk-Robb, Incorporated",5122607171
2011-015903 BP,R- 645 Demolition One Family Homes,Demolition,No,3011 E 16TH ST,Demolish a residence moved onto lot in 1951  1 story 984 square foot,210140810,LOT 6 BLK 8 OLT 26 DIV B MCKINLEY HEIGHTS,2/16/2011,3/2/2011,2011,VOID,1/20/2012,8/29/2011,,984,"3,000.00",1,1,3011 E 16TH ST,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10552570,10552570,10547506,30.27923893,-97.70403315,"(30.27923893, -97.70403315)",,5125547679
2011-016052 BP,R- 645 Demolition One Family Homes,Demolition,No,5405 GROVER AVE,Repermitting for expired demolition permit number 2010075699BP  Demolish a circa 1946 1 story 884 square foot single family residence,227050926,LOT 23 BLK 4 SKYLAND TERRACE,3/1/2011,3/1/2011,2011,Final,3/15/2011,3/15/2011,3/15/2011,0,0,1,1,5405 GROVER AVE,78756,7,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10552736,10552736,10552735,30.32462287,-97.73289931,"(30.32462287, -97.73289931)",Dominique Levesque Construction,5126331419
2011-017109 BP,R- 645 Demolition One Family Homes,Demolition,No,5513 JOE SAYERS AVE,Demolish a circa 1947 1 story 1818 square foot single family residence,228060710,LOT 9 BLK 12 BROADACRES,3/1/2011,3/3/2011,2011,Final,5/6/2011,5/6/2011,5/6/2011,"1,818","5,019.00",1,1,5513 JOE SAYERS AVE,78756,7,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10554403,10554403,10552802,30.32776582,-97.73462812,"(30.32776582, -97.73462812)",philip hogan inc.,5124746516
2011-017588 BP,R- 645 Demolition One Family Homes,Demolition,No,7630 PARKVIEW CIR,Demolish a circa 1974 2 story 2250 square foot single family residence,144080214,LOT 12 BLK J VISTA WEST III,2/1/2011,3/10/2011,2011,VOID,11/8/2011,9/6/2011,,"2,250",0,1,1,7630 PARKVIEW CIR,78731,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10555446,10555446,10542145,30.37051637,-97.77287408,"(30.37051637, -97.77287408)",David Weekley Homes,5128218885
2011-019397 BP,R- 645 Demolition One Family Homes,Demolition,No,609 W GIBSON ST,Demolish a circa 1946 1 story 1694 square foot single family residence,101011021,LOT 6 BLK 3 SOUTH HEIGHTS,3/10/2011,3/10/2011,2011,Final,3/25/2011,3/25/2011,3/25/2011,"1,694",500,1,1,609 W GIBSON ST,78704,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10557609,10557609,10557593,30.25189911,-97.75525971,"(30.25189911, -97.75525971)",,5126624275
2011-019428 BP,R- 646 Demolition Two Family Bldgs,Demolition,No,1406 FAIRFIELD DR,Repermitting for expired demolition permit number 2007109797BP  Demolish a circa 1968 burned duplex  ALREADY DEMOLISHED,240121213,LOT 14 BLK G WOOTEN VILLAGE SEC 4,3/10/2011,3/29/2011,2011,Final,3/31/2011,3/31/2011,3/31/2011,0,0,1,2,1406 FAIRFIELD DR,78758,4,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10557645,10557645,10557644,30.36111663,-97.71286679,"(30.36111663, -97.71286679)","Masterpiece Building of Austin, LLC",5125659492
2011-019662 BP,R- 645 Demolition One Family Homes,Demolition,No,3204 W HIGHLAND TER,Demolish a circa 1951 1 story 1609 square foot single family residence,128020215,LOT 3 BLK G HIGHLAND PARK WEST,3/10/2011,3/11/2011,2011,Final,3/24/2011,3/24/2011,3/24/2011,"1,609","7,000.00",1,1,3204 W HIGHLAND TER,78731,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10557919,10557919,10557896,30.32968266,-97.75902454,"(30.32968266, -97.75902454)",Soster Construction,5127993699
2011-020815 BP,R- 645 Demolition One Family Homes,Demolition,No,1910 E 16TH ST,Demolish a circa 1935 1 story 798 square foot single family residence,209091308,LOT 6 BLK 3 OLT 35 DIV B HOFHEINZ RESUB RESUB OF LOTS 68,3/15/2011,3/30/2011,2011,Final,4/4/2011,4/4/2011,4/4/2011,798,0,1,1,1910 E 16TH ST,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10559266,10559266,10559261,30.27710833,-97.71953927,"(30.27710833, -97.71953927)","Ilcor Homes, Inc.",5124767568
2011-020903 BP,R- 645 Demolition One Family Homes,Demolition,No,1855 WESTLAKE DR,Repermitting for expired demolition permit numbers 2010056372BP  Demolish residence  ALREADY DEMOLISHED and new house being built,119110702,ABS 21 SUR 1 SPARKS W ACR 922,3/15/2011,3/15/2011,2011,Expired,12/25/2011,12/24/2011,,"2,514","11,000.00",2,1,1855 WESTLAKE DR,78746,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10559364,10559364,10559337,30.30153597,-97.79336357,"(30.30153597, -97.79336357)","W Building & Design, LLC",5129688767
2011-021313 BP,R- 645 Demolition One Family Homes,Demolition,No,11619 Q RANCH RD,Demolish a circa 1964 1 story 2454 square foot single family residence,164031310,LOT 21 BLK A BARR IIB RESUB OF LOT 15 BLK A,3/1/2011,5/20/2011,2011,Final,10/31/2011,10/31/2011,10/31/2011,"2,454","10,000.00",1,1,11619 Q RANCH RD,78759,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10560985,10560985,10552614,30.4213907,-97.75617857,"(30.4213907, -97.75617857)",Southwest Destructors****MAIN***,5129179511
2011-021355 BP,R- 645 Demolition One Family Homes,Demolition,No,2702 LA MESA DR,Demolish residence  Foundation to remain for addition,405030202,LOT 5 MCENTIRE H L SUBD,3/16/2011,4/18/2011,2011,Final,10/14/2011,10/14/2011,10/14/2011,954,0,1,1,2702 LA MESA DR,78704,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10561035,10561035,10561034,30.23703645,-97.76087334,"(30.23703645, -97.76087334)",,5124483785
2011-022449 BP,R- 645 Demolition One Family Homes,Demolition,No,5904 BURLESON RD,Demolish a fire damaged residence,316100505,ABS 24 DELVALLE S ACR 1910,3/7/2011,3/22/2011,2011,Expired,9/19/2011,9/18/2011,,"1,800",0,1,1,5904 BURLESON RD,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10562726,10562726,10555778,30.20752999,-97.71993676,"(30.20752999, -97.71993676)",Emergency Lock/Key,8186120106
2011-023559 BP,R- 645 Demolition One Family Homes,Demolition,No,800 W OLTORF ST,Demolish a circa 1947 1 story 849 square foot single family residence,402030405,LOT 1 BLK F LOMA LINDA,3/23/2011,3/23/2011,2011,Final,8/10/2011,8/10/2011,8/10/2011,849,0,1,1,2314 S 3RD ST,78704,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10563988,10563988,10563976,30.2430208,-97.76154069,"(30.2430208, -97.76154069)","Ramirez Homes, Inc.",5122006173
2011-028136 BP,R- 645 Demolition One Family Homes,Demolition,No,6110 HILL FOREST DR,Demolish res  Circa 1938 1 story 3410 square foot,410280301,LOT 22 BLK E WESTCREEK SEC 1 AMENDED,3/25/2011,4/6/2011,2011,Expired,3/29/2012,3/28/2012,,"3,410","3,000.00",1,1,6110 HILL FOREST DR,78749,8,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10569321,10569321,10565059,30.23042035,-97.84671728,"(30.23042035, -97.84671728)",Hammer & Nail Works,5126271251
2011-028151 BP,R- 645 Demolition One Family Homes,Demolition,No,805 W MARY ST,Repermitting for expired permit number 2007000700BP  Structure already demolished,401020206,LOT 3 BLK K BOULDIN JAMES E ADDN,4/4/2011,4/5/2011,2011,VOID,11/8/2011,10/2/2011,,0,0,1,1,805 W MARY ST,78704,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10569336,10569336,10568507,30.24734357,-97.75986065,"(30.24734357, -97.75986065)",David Weekley Homes,5128218885
