CalendarYearIssued,Description
2015,partial demoexpand back to convert a tv room and office into 2 new bedrooms and a new bath
2015,partial demoRemove existing porch roof and replace with new porch roof No increase to conditioned space Replace garage door
2015,Partial demolition at left wall of existing noncomplying duplex for addition  Single story addition of 28 sq ft to expand existing living room area Interior remodel of residence to reconfigure existing space and change use from duplex to residence Trade permits as required for work above
2015,Partial demolitionPermit previously constructed additions including dining room addition wood decks family room den and convert attic to living space including adding a dormer  Family room and den wall will be moved out of side yard setback
2015,partial demoleft side wall of res will have stone removed door opening added and one 2nd floor window removed A new master bdrm bath and laundry room will be added and will only be one story Finishes will match existing res new roof line will require bedroom nonegress window to be removed bdrm has an existing door to a balcony
2015,Interior remodel  Partial Demolition  Removing sinks from two cottages to change property from legal nonconforming four dwelling property to 2 family residential use per LCD 252774  Northest unit  Interior remodel  repairrestoration new foundation and underpinning and new roof
2015,Partial demo of existing 2story single family residence for a 1story utility  dog room addition
2015,PARTIAL DEMOLITION Interior Remodel of kitchen raising ceiling new sliding door replace fireplacechimney Includes mechanical plumbing and electrical upgades
2015,Partial demolition to construct 2 story addition to rear of exst 1 story sf res including den kitchen stairs to 2nd floor loft and master suite
2015,Partial demo Interior remodel include window replacements walls layout reconfiguration for kitchen dining and living improvements with electrical mechanical and plumbing upgrades
2015,Partial demo of patio cover remove the master bathroom wall coverting guestroom to master bathroom converting guest bedroom to AC space remodel master suite convert part of garage update interior finishes add window reduce a window
2015,Partial demo of existing 2story single family residence for a 2story rear addition and remodel  new front porch expanded ground level living room dining room remodeled kitchen enlarged master bedroom on the 2nd level
2015,Partial demo of existing 2story garage apartment for a 2nd level addition and remodel  new stair and deck to the apartment relocation of entry door of apartment with 2nd level wall addition to algin with south wall of the ground level below
2015,Interior remodel  Partial demolition  Interior renovation of existing loft into enclosed office  Add new exterior window for egress
2015,Partial demo to remove existing gable roof cover and supports and existing wood pergola  Addition of a 1st FL attached covered patio with bar area in rear of existing 2 story SF res
2015,Partial demolition to remove existing roof flooring some siding along with some existing interior walls Upgrade elec service install new HVAC Replace windows Update exst bathroom and kitchen Add 2nd floor master suite over back half of exst home roof top deckabove att 2 car carport on rear Install metal roofs insulate and sheetrock paint interior of home Incorporate expired permit 1993008258 BP Addition for living bath  extend kitchen
2015,Partial Demo to previous OH garage door  Garage Conversion Improvements on previous unpermitted Garage Conversion include interior remodel for new master bedroom and conversion of laundry room to master bath with electrical mechanical and plumbing upgrades
2015,COCpartial demo part of family room add 2 bedrooms covert carport to screened patio82015  Site compliant  Existing conditions offer Tree Protection
2015,Partial demolition Additionremodel  remodel of a portion of roofarea of existing residence Removal of one ae of wall that is in esxistin g setback and replace wall outside of the setback  ddition of approx 1000 sf 2 story area containing master bedroom suite stair den wet bar plus replacement of existing deck and new covered patio and balcony
